chunk_size,index,original_code,translated_code,back_translated_code,bleu_score,syntax_valid,structure_score,semantic_score,token_match,overall_score
0,1,"for i in range(10):  # First digit
    for j in range(10):  # Second digit
        for k in range(10):  # Third digit
            # Checking for the conditions
            if i != 5 and j != 5 and k != 5 and i != j and i != k and j != k:
                print(i, j, k)","for मैं in range(10): #पहला अंक
    for जे in range(10): #द्वितीय अंक
        for k in range(10): #तीसरा अंक
               #शर्तों के लिए जाँच
            if मैं != 5 and जे != 5 and k != 5 and मैं != जे and मैं != k and जे != k:
                print(मैं, जे, k)","for I in range(10): # first issue
    for J in range(10): # Second digit
        for k in range(10): # Third issue
                # Check for conditions
            if I != 5 and J != 5 and k != 5 and I != J and I != k and J != k:
                print(I, J, k)",0.5808987291489046,True,1.0,0.9280823469161987,1.0,0.9017962152130206
0,2,"def count_distinct_states(matrix):
    count = 0
    states = set()
    for row in matrix:
        for col in row:
            state = ''.join(col)
            if state not in states:
                count += 1
            states.add(state)
    return count

matrix = [['A', 'B', 'C'],
          ['A', 'B', 'D'],
          ['A', 'B', 'C']]
print(count_distinct_states(matrix))
# Output: 4","def अलग__अलग_राज्यों_की_गिनती_करें(मैट्रिक्स):
    count = 0
    राज्य_अमेरिका = set()
    for पंक्ति in मैट्रिक्स:
        for कर्नल in पंक्ति:
            राज्य = ''.join(कर्नल)
            if राज्य not in राज्य_अमेरिका:
                count += 1
            राज्य_अमेरिका.add(राज्य)
    return count

मैट्रिक्स = [['A', 'B', 'C'],
          ['A', 'B', 'D'],
          ['A', 'B', 'C']]
print(अलग__अलग_राज्यों_की_गिनती_करें(मैट्रिक्स))
   #आउटपुट: 4","def Count_different_states(Matrix):
    count = 0
    State_america = set()
    for Line in Matrix:
        for Colonel in Line:
            State = ''.join(Colonel)
            if State not in State_america:
                count += 1
            State_america.add(State)
    return count

Matrix = [['A', 'B', 'C'],
          ['A', 'B', 'D'],
          ['A', 'B', 'C']]
print(Count_different_states(Matrix))
    # Output: 4",0.5548787721436641,True,0.5,0.8323200941085815,1.0,0.7774397732504491
0,3,"def remove_spaces_and_punctuation(s):
    result = """"
    for char in s:
        if char.isalnum():
            result += char
    return result","def रिक्त_स्थान_और_विराम_चिह्न_निकालें(एस):
    परिणाम = """"
    for लपेटना in एस:
        if लपेटना.isalnum():
            परिणाम += लपेटना
    return परिणाम","def Remove_spaces_and_punctuation(S):
    Result = """"
    for wrap in S:
        if wrap.isalnum():
            Result += wrap
    return Result",0.23466272806717112,True,0.5,0.9444516897201538,1.0,0.735822883557465
0,4,"import math

def is_prime(n):
    # Check if the number is less than 2 or not an integer
    if n < 2 or not isinstance(n, int):
        return ""Not Prime""

    # Check if the number is divisible by any integer from 2 to the square root of n
    for i in range(2, math.isqrt(n) + 1):
        if n % i == 0:
            return ""Not Prime""

    return ""Prime""","import गणित

def प्राइम_है(एन):
       #जांचें कि क्या संख्या 2 से कम है या नहीं पूर्णांक
    if एन < 2 or not isinstance(एन, int):
        return ""Not Prime""

       #जांचें कि क्या संख्या 2 से n के वर्गमूल से किसी भी पूर्णांक द्वारा विभाज्य है
    for मैं in range(2, गणित.isqrt(एन) + 1):
        if एन % मैं == 0:
            return ""Not Prime""

    return ""Prime""","import Mathematic

def Is_prime(N):
        # Check whether the number is less than 2 or not integer
    if N < 2 or not isinstance(N, int):
        return ""Not Prime""

        #जांचें कि क्या संख्या 2 से n के वर्गमूल से किसी भी पूर्णांक द्वारा विभाज्य है
    for I in range(2, Mathematic.isqrt(N) + 1):
        if N % I == 0:
            return ""Not Prime""

    return ""Prime""",0.5241358407636589,True,0.5,0.9000404477119446,1.0,0.7848352576951207
0,5,"class String:
    def __init__(self, string):
        self.string = string

    def replace_odd_occurrences(self, substring, replace_with):
        count = self.string.count(substring)
        if count % 2 == 0 or count == 0:
            return self.string

        result = """"
        stack = []

        for i in range(len(self.string)):
            if self.string[i:i+len(substring)] == substring:
                if len(stack) > 0 and (stack[-1] == '(' or stack[-1] == '['):
                    stack.append(substring)
                    result += substring
                elif len(stack) > 0 and (stack[-1] == ')' or stack[-1] == ']'):
                    stack.pop()
                    result += substring
                else:
                    stack.append(substring)
                    result += replace_with
            else:
                result += self.string[i]

            if len(stack) > 0 and stack[-1] == substring:
                stack.pop()

        return result","class डोरी:
    def __init__(self, डोरी):
        self.डोरी = डोरी

    def विषम_घटनाओं_को_बदलें(self, सबस्ट्रिंग, के_साथ_बदलें):
        count = self.डोरी.count(सबस्ट्रिंग)
        if count % 2 == 0 or count == 0:
            return self.डोरी

        परिणाम = """"
        ढेर = []

        for मैं in range(len(self.डोरी)):
            if self.डोरी[मैं:मैं+len(सबस्ट्रिंग)] == सबस्ट्रिंग:
                if len(ढेर) > 0 and (ढेर[-1] == '(' or ढेर[-1] == '['):
                    ढेर.append(सबस्ट्रिंग)
                    परिणाम += सबस्ट्रिंग
                elif len(ढेर) > 0 and (ढेर[-1] == ')' or ढेर[-1] == ']'):
                    ढेर.pop()
                    परिणाम += सबस्ट्रिंग
                else:
                    ढेर.append(सबस्ट्रिंग)
                    परिणाम += के_साथ_बदलें
            else:
                परिणाम += self.डोरी[मैं]

            if len(ढेर) > 0 and ढेर[-1] == सबस्ट्रिंग:
                ढेर.pop()

        return परिणाम","class string:
    def __init__(self, string):
        self.string = string

    def Change_odd_events(self, Substraring, replace_with):
        count = self.string.count(Substraring)
        if count % 2 == 0 or count == 0:
            return self.string

        Result = """"
        heap = []

        for I in range(len(self.string)):
            if self.string[I:I+len(Substraring)] == Substraring:
                if len(heap) > 0 and (heap[-1] == '(' or heap[-1] == '['):
                    heap.append(Substraring)
                    Result += Substraring
                elif len(heap) > 0 and (heap[-1] == ')' or heap[-1] == ']'):
                    heap.pop()
                    Result += Substraring
                else:
                    heap.append(Substraring)
                    Result += replace_with
            else:
                Result += self.string[I]

            if len(heap) > 0 and heap[-1] == Substraring:
                heap.pop()

        return Result",0.5890520464452668,True,0.4444444444444444,0.8818696141242981,1.0,0.783073221002802
0,6,"def is_prime(num):
    if num <= 1:
        return False
    for i in range(2, int(num**0.5) + 1):
        if num % i == 0:
            return False
    return True

def has_digit_7(num):
    while num > 0:
        if num % 10 == 7:
            return True
        num //= 10
    return False

def sum_of_primes():
    sum_of_primes = 0
    for num in range(1000000, 2000001):
        if is_prime(num) and not has_digit_7(num):
            sum_of_primes += num
    return sum_of_primes

result = sum_of_primes()
print(""The sum of all prime numbers between 1 million and 2 million, excluding prime numbers that contain the digit 7, is:"", result)","def प्राइम_है(अंकित_करना):
    if अंकित_करना <= 1:
        return False
    for मैं in range(2, int(अंकित_करना**0.5) + 1):
        if अंकित_करना % मैं == 0:
            return False
    return True

def अंक_7_है(अंकित_करना):
    while अंकित_करना > 0:
        if अंकित_करना % 10 == 7:
            return True
        अंकित_करना //= 10
    return False

def प्राइम्स_का_योग():
    प्राइम्स_का_योग = 0
    for अंकित_करना in range(1000000, 2000001):
        if प्राइम_है(अंकित_करना) and not अंक_7_है(अंकित_करना):
            प्राइम्स_का_योग += अंकित_करना
    return प्राइम्स_का_योग

परिणाम = प्राइम्स_का_योग()
print(""The sum of all prime numbers between 1 million and 2 million, excluding prime numbers that contain the digit 7, is:"", परिणाम)","def Is_prime(To_mark_out):
    if To_mark_out <= 1:
        return False
    for I in range(2, int(To_mark_out**0.5) + 1):
        if To_mark_out % I == 0:
            return False
    return True

def Issue_is_7(To_mark_out):
    while To_mark_out > 0:
        if To_mark_out % 10 == 7:
            return True
        To_mark_out //= 10
    return False

def Prims_sum():
    Prims_sum = 0
    for To_mark_out in range(1000000, 2000001):
        if Is_prime(To_mark_out) and not Issue_is_7(To_mark_out):
            Prims_sum += To_mark_out
    return Prims_sum

Result = Prims_sum()
print(""The sum of all prime numbers between 1 million and 2 million, excluding prime numbers that contain the digit 7, is:"", Result)",0.48673282839160087,True,0.5,0.9576295018196106,1.0,0.7888724660422423
0,7,"def is_prime(num):
    if num < 2:
        return False
    for i in range(2, int(num ** 0.5) + 1):
        if num % i == 0:
            return False
    return True

def find_prime_sum_array(N, M, X):
    prime_sum_array = []
    current_number = M
    sum_so_far = 0

    while len(prime_sum_array) < N and current_number <= X:
        if is_prime(sum_so_far + current_number):
            prime_sum_array.append(current_number)
            sum_so_far += current_number
        current_number += M

    if not is_prime(sum_so_far):
        return []

    return prime_sum_array

# Example usage
N = 5
M = 3
X = 20

result = find_prime_sum_array(N, M, X)
print(result)","def प्राइम_है(अंकित_करना):
    if अंकित_करना < 2:
        return False
    for मैं in range(2, int(अंकित_करना ** 0.5) + 1):
        if अंकित_करना % मैं == 0:
            return False
    return True

def प्राइम_सम_एरे_खोजें(एन, एम, एक्स):
    प्रधान_योग_सरणी = []
    मौजूदा_नंबर = एम
    अब_तक_योग = 0

    while len(प्रधान_योग_सरणी) < एन and मौजूदा_नंबर <= एक्स:
        if प्राइम_है(अब_तक_योग + मौजूदा_नंबर):
            प्रधान_योग_सरणी.append(मौजूदा_नंबर)
            अब_तक_योग += मौजूदा_नंबर
        मौजूदा_नंबर += एम

    if not प्राइम_है(अब_तक_योग):
        return []

    return प्रधान_योग_सरणी

   #उदाहरण उपयोग
एन = 5
एम = 3
एक्स = 20

परिणाम = प्राइम_सम_एरे_खोजें(एन, एम, एक्स)
print(परिणाम)","def Is_prime(To_mark_out):
    if To_mark_out < 2:
        return False
    for I in range(2, int(To_mark_out ** 0.5) + 1):
        if To_mark_out % I == 0:
            return False
    return True

def Search_prime(N, M, X):
    Head_yoga_sarani = []
    current_number = M
    Yoga_till_now = 0

    while len(Head_yoga_sarani) < N and current_number <= X:
        if Is_prime(Yoga_till_now + current_number):
            Head_yoga_sarani.append(current_number)
            Yoga_till_now += current_number
        current_number += M

    if not Is_prime(Yoga_till_now):
        return []

    return Head_yoga_sarani

    # Examples use
N = 5
M = 3
X = 20

Result = Search_prime(N, M, X)
print(Result)",0.6081242136598455,True,0.5,0.7798801064491272,1.0,0.7776008640217945
0,8,"def is_prime(n):
    if n < 2:
        return False
    for i in range(2, int(n**0.5) + 1):
        if n % i == 0:
            return False
    return True

def max_prime_difference(arr):
    primes = []
    for num in arr:
        if is_prime(abs(num)):
            primes.append(abs(num))
    if len(primes) < 2:
        return 0
    max_diff = 0
    for i in range(len(primes)-1):
        diff = abs(primes[i] - primes[i+1])
        if diff > max_diff:
            max_diff = diff
    return max_diff","def प्राइम_है(एन):
    if एन < 2:
        return False
    for मैं in range(2, int(एन**0.5) + 1):
        if एन % मैं == 0:
            return False
    return True

def अधिकतम_प्रमुख_अंतर(आगमन):
    अभाज्य = []
    for अंकित_करना in आगमन:
        if प्राइम_है(abs(अंकित_करना)):
            अभाज्य.append(abs(अंकित_करना))
    if len(अभाज्य) < 2:
        return 0
    अधिकतम_अंतर = 0
    for मैं in range(len(अभाज्य)-1):
        अलग_करना = abs(अभाज्य[मैं] - अभाज्य[मैं+1])
        if अलग_करना > अधिकतम_अंतर:
            अधिकतम_अंतर = अलग_करना
    return अधिकतम_अंतर","def Is_prime(N):
    if N < 2:
        return False
    for I in range(2, int(N**0.5) + 1):
        if N % I == 0:
            return False
    return True

def Maximum_major_difference(arrival):
    Prime = []
    for To_mark_out in arrival:
        if Is_prime(abs(To_mark_out)):
            Prime.append(abs(To_mark_out))
    if len(Prime) < 2:
        return 0
    Maximum_difference = 0
    for I in range(len(Prime)-1):
        to_separate = abs(Prime[I] - Prime[I+1])
        if to_separate > Maximum_difference:
            Maximum_difference = to_separate
    return Maximum_difference",0.44275843266747267,True,0.5,0.884558379650116,1.0,0.7654633624635178
0,9,"import math

def calculate_triangle_height(angle, side_lengths, opposite_side_length, side_ratio):
    # Convert angle from degrees to radians
    angle_rad = math.radians(angle)

    # Calculate the height using the Law of Sines
    height = opposite_side_length * math.sin(angle_rad) / side_ratio

    # Calculate the length of the adjacent side using the Law of Cosines
    adjacent_side_length = math.sqrt(side_lengths**2 + opposite_side_length**2 - 2 * side_lengths * opposite_side_length * math.cos(angle_rad))

    # Calculate the hypotenuse of the triangle
    hypotenuse = side_lengths / math.cos(angle_rad)

    # Calculate the remaining side using Pythagorean theorem
    remaining_side_length = math.sqrt(hypotenuse**2 - adjacent_side_length**2)

    # Calculate the final height of the triangle
    height += remaining_side_length

    return height


def simulate_triangle_motion(initial_velocity, angle, time_interval, air_resistance=True):
    # Initialize variables
    x = 0.0
    y = 0.0
    time = 0.0

    # Convert angle from degrees to radians
    angle_rad = math.radians(angle)

    # Calculate initial velocities
    vx = initial_velocity * math.cos(angle_rad)
    vy = initial_velocity * math.sin(angle_rad)

    # Simulate the motion until the y-coordinate becomes negative (reached the ground)
    while y >= 0:
        # Calculate the acceleration due to air resistance
        if air_resistance:
            air_resistance_acceleration = -0.5 * vy**2  # Simplified model for air resistance
        else:
            air_resistance_acceleration = 0.0  # No air resistance

        # Calculate the new velocities using the kinematic equations
        vx += air_resistance_acceleration * math.cos(angle_rad) * time_interval
        vy += (-9.8 + air_resistance_acceleration * math.sin(angle_rad)) * time_interval

        # Calculate the new position using the kinematic equations
        x += vx * time_interval
        y += vy * time_interval

        # Increment the time
        time += time_interval

    return x, y, time


# Example usage
angle = 45  # Angle in degrees
side_lengths = 5
opposite_side_length = 3
side_ratio = 2
height = calculate_triangle_height(angle, side_lengths, opposite_side_length, side_ratio)
print(f""The height of the triangle is: {height}"")

initial_velocity = 10  # m/s
time_interval = 0.01  # seconds
x, y, total_time = simulate_triangle_motion(initial_velocity, angle, time_interval, air_resistance=True)
print(f""The triangle reached the ground at coordinates (x={x:.2f}m, y={y:.2f}m) in {total_time:.2f}s."")","import गणित

def त्रिकोण_ऊंचाई_की_गणना_करें(कोण, पक्ष_लंबाई, विपरीत_साइड_लंबाई, पक्ष_अनुपात):
       #कोण को डिग्री से रेडियन में परिवर्तित करें
    कोण_रेड = गणित.रेडियंस(कोण)

       #सिन के नियम का उपयोग करके ऊंचाई की गणना करें
    ऊंचाई = विपरीत_साइड_लंबाई * गणित.पाप(कोण_रेड) / पक्ष_अनुपात

       #कोसाइन के कानून का उपयोग करके आसन्न पक्ष की लंबाई की गणना करें
    आसन्न_पक्ष_लंबाई = गणित.SQRT(पक्ष_लंबाई**2 + विपरीत_साइड_लंबाई**2 - 2 * पक्ष_लंबाई * विपरीत_साइड_लंबाई * गणित.ओल(कोण_रेड))

       #त्रिभुज के हाइपोटेनस की गणना करें
    कर्ण = पक्ष_लंबाई / गणित.ओल(कोण_रेड)

       #पाइथागोरियन प्रमेय का उपयोग करके शेष पक्ष की गणना करें
    शेष_साइड_लंबाई = गणित.SQRT(कर्ण**2 - आसन्न_पक्ष_लंबाई**2)

       #त्रिभुज की अंतिम ऊंचाई की गणना करें
    ऊंचाई += शेष_साइड_लंबाई

    return ऊंचाई


def त्रिभुज_गति_का_अनुकरण_करें(प्रारंभिक_वेग, कोण, समय_अंतराल, हवाई_प्रतिरोध=True):
       #चर को आरंभ करें
    एक्स = 0.0
    y = 0.0
    समय = 0.0

       #कोण को डिग्री से रेडियन में परिवर्तित करें
    कोण_रेड = गणित.रेडियंस(कोण)

       #प्रारंभिक वेग की गणना करें
    वीएक्स = प्रारंभिक_वेग * गणित.ओल(कोण_रेड)
    वाई = प्रारंभिक_वेग * गणित.पाप(कोण_रेड)

       #गति को अनुकरण करें जब तक कि y_ समन्वय नकारात्मक नहीं हो जाता (जमीन तक पहुंच गया)
    while y >= 0:
           #वायु प्रतिरोध के कारण त्वरण की गणना करें
        if हवाई_प्रतिरोध:
            वायु__प्रतिरोध_त्वरण = -0.5 * वाई**2 #वायु प्रतिरोध के लिए सरलीकृत मॉडल
        else:
            वायु__प्रतिरोध_त्वरण = 0.0 #कोई वायु प्रतिरोध नहीं

           #कीनेमेटिक समीकरणों का उपयोग करके नए वेग की गणना करें
        वीएक्स += वायु__प्रतिरोध_त्वरण * गणित.ओल(कोण_रेड) * समय_अंतराल
        वाई += (-9.8 + वायु__प्रतिरोध_त्वरण * गणित.पाप(कोण_रेड)) * समय_अंतराल

           #कीनेमेटिक समीकरणों का उपयोग करके नई स्थिति की गणना करें
        एक्स += वीएक्स * समय_अंतराल
        y += वाई * समय_अंतराल

           #समय बढ़ाना
        समय += समय_अंतराल

    return एक्स, y, समय


   #उदाहरण उपयोग
कोण = 45 #डिग्री में कोण
पक्ष_लंबाई = 5
विपरीत_साइड_लंबाई = 3
पक्ष_अनुपात = 2
ऊंचाई = त्रिकोण_ऊंचाई_की_गणना_करें(कोण, पक्ष_लंबाई, विपरीत_साइड_लंबाई, पक्ष_अनुपात)
print(एफ""The height of the triangle is: {height}"")

प्रारंभिक_वेग = 10 #एमएस
समय_अंतराल = 0.01 #सेकंड
एक्स, y, कुल_समय = त्रिभुज_गति_का_अनुकरण_करें(प्रारंभिक_वेग, कोण, समय_अंतराल, हवाई_प्रतिरोध=True)
print(एफ""The triangle reached the ground at coordinates (x={x:.2f}m, y={y:.2f}m) in {total_time:.2f}s."")","import Mathematic

def Calculate_triangle_height(angle, Side_length, Opposite_side_length, Side_ratio):
        # Convert angle to radian from degree
    Angle_red = Mathematic.Radians(angle)

        # Calculate the height using the rule of sin
    Height = Opposite_side_length * Mathematic.Sin(Angle_red) / Side_ratio

        # Calculate the length of the adjacent side using the law of cosine
    Adjacent_side_length = Mathematic.SQRT(Side_length**2 + Opposite_side_length**2 - 2 * Side_length * Opposite_side_length * Mathematic.Ol(Angle_red))

        # Calculate the triangle of the triangle
    Ear = Side_length / Mathematic.Ol(Angle_red)

        # Calculate the remaining side using Pythagorian theorem
    Remaining_side_length = Mathematic.SQRT(Ear**2 - Adjacent_side_length**2)

        # Calculate the final height of the triangle
    Height += Remaining_side_length

    return Height


def Follow_the_triangle_speed(Initial_velocity, angle, Time_interval, Air_resistance=True):
        # Start the variable
    X = 0.0
    y = 0.0
    Time = 0.0

        # Convert angle to radian from degree
    Angle_red = Mathematic.Radians(angle)

        # Calculate the initial velocity
    VX = Initial_velocity * Mathematic.Ol(Angle_red)
    Y = Initial_velocity * Mathematic.Sin(Angle_red)

        #गति को अनुकरण करें जब तक कि y_ समन्वय नकारात्मक नहीं हो जाता (जमीन तक पहुंच गया)
    while y >= 0:
            # Calculate acceleration due to air resistance
        if Air_resistance:
            Air_resistance_acceleration = -0.5 * Y**2 # Model simplified for air resistance
        else:
            Air_resistance_acceleration = 0.0 # No air resistance

            # Calculate new velocity using Keynematic Equation
        VX += Air_resistance_acceleration * Mathematic.Ol(Angle_red) * Time_interval
        Y += (-9.8 + Air_resistance_acceleration * Mathematic.Sin(Angle_red)) * Time_interval

            # Calculate the new position using Keenmetic equations
        X += VX * Time_interval
        y += Y * Time_interval

            # Extend time
        Time += Time_interval

    return X, y, Time


    # Examples use
angle = 45 # Angle in degree
Side_length = 5
Opposite_side_length = 3
Side_ratio = 2
Height = Calculate_triangle_height(angle, Side_length, Opposite_side_length, Side_ratio)
print(F""The height of the triangle is: {height}"")

Initial_velocity = 10 # MS
Time_interval = 0.01 # Second
X, y, total_time = Follow_the_triangle_speed(Initial_velocity, angle, Time_interval, Air_resistance=True)
print(F""The triangle reached the ground at coordinates (x={x:.2f}m, y={y:.2f}m) in {total_time:.2f}s."")",0.2696687817699683,True,0.5,0.8883522152900696,1.0,0.7316041994120075
0,10,"import math

def calculate_circle_area(radius):
    try:
        radius = float(radius)
        if radius <= 0:
            return ""Error: Radius must be a positive number""
        area = math.pi * radius**2
        return ""{:.2f}"".format(area)
    except ValueError:
        return ""Error: Invalid input. Radius must be a number""","import गणित

def सर्कल_क्षेत्र_की_गणना_करें(RADIUS):
    try:
        RADIUS = float(RADIUS)
        if RADIUS <= 0:
            return ""Error: Radius must be a positive number""
        क्षेत्र = गणित.अनुकरणीय * RADIUS**2
        return ""{:.2f}"".format(क्षेत्र)
    except ValueError:
        return ""Error: Invalid input. Radius must be a number""","import Mathematic

def Calculate_the_circle_area(RADIUS):
    try:
        RADIUS = float(RADIUS)
        if RADIUS <= 0:
            return ""Error: Radius must be a positive number""
        Area = Mathematic.Exemplary * RADIUS**2
        return ""{:.2f}"".format(Area)
    except ValueError:
        return ""Error: Invalid input. Radius must be a number""",0.42263703764113936,True,0.5,0.98274827003479,1.0,0.7810770615351859
